AgeGroup,Date,Country,Female,Male,Total,Date2
45 to 49,29/05/2021,England,81,67,148,2021-05-29
45 to 49,30/05/2021,England,77,74,151,2021-05-30
45 to 49,31/05/2021,England,91,79,170,2021-05-31
45 to 49,01/06/2021,England,114,129,243,2021-06-01
45 to 49,02/06/2021,England,151,135,286,2021-06-02
45 to 49,03/06/2021,England,126,101,227,2021-06-03
45 to 49,04/06/2021,England,140,142,282,2021-06-04
45 to 49,05/06/2021,England,105,108,213,2021-06-05
45 to 49,06/06/2021,England,135,134,269,2021-06-06
45 to 49,07/06/2021,England,202,155,357,2021-06-07
45 to 49,08/06/2021,England,167,145,312,2021-06-08
45 to 49,09/06/2021,England,162,150,312,2021-06-09
45 to 49,10/06/2021,England,153,157,310,2021-06-10
45 to 49,11/06/2021,England,147,149,296,2021-06-11
45 to 49,12/06/2021,England,126,130,256,2021-06-12
45 to 49,13/06/2021,England,151,136,287,2021-06-13
45 to 49,14/06/2021,England,239,185,424,2021-06-14
45 to 49,15/06/2021,England,220,178,398,2021-06-15
45 to 49,16/06/2021,England,214,210,424,2021-06-16
45 to 49,17/06/2021,England,212,189,401,2021-06-17
45 to 49,18/06/2021,England,234,201,435,2021-06-18
45 to 49,19/06/2021,England,174,160,334,2021-06-19
45 to 49,20/06/2021,England,200,156,356,2021-06-20
45 to 49,21/06/2021,England,308,286,594,2021-06-21
45 to 49,22/06/2021,England,316,308,624,2021-06-22
45 to 49,23/06/2021,England,336,347,683,2021-06-23
45 to 49,24/06/2021,England,372,342,714,2021-06-24
45 to 49,25/06/2021,England,379,341,720,2021-06-25
45 to 49,26/06/2021,England,336,300,636,2021-06-26
45 to 49,27/06/2021,England,379,339,718,2021-06-27
45 to 49,28/06/2021,England,592,544,1136,2021-06-28
45 to 49,29/06/2021,England,566,484,1050,2021-06-29
45 to 49,30/06/2021,England,613,577,1190,2021-06-30
45 to 49,01/07/2021,England,630,570,1200,2021-07-01
45 to 49,02/07/2021,England,560,523,1083,2021-07-02
45 to 49,03/07/2021,England,512,489,1001,2021-07-03
45 to 49,04/07/2021,England,567,570,1137,2021-07-04
45 to 49,05/07/2021,England,727,750,1477,2021-07-05
45 to 49,06/07/2021,England,831,756,1587,2021-07-06
45 to 49,07/07/2021,England,864,791,1655,2021-07-07
45 to 49,08/07/2021,England,749,748,1497,2021-07-08
45 to 49,09/07/2021,England,777,730,1507,2021-07-09
45 to 49,10/07/2021,England,741,668,1409,2021-07-10
45 to 49,11/07/2021,England,722,749,1471,2021-07-11
45 to 49,12/07/2021,England,1059,999,2058,2021-07-12
45 to 49,13/07/2021,England,1009,1129,2138,2021-07-13
45 to 49,14/07/2021,England,1192,1217,2409,2021-07-14
45 to 49,15/07/2021,England,1293,1419,2712,2021-07-15
45 to 49,16/07/2021,England,1236,1272,2508,2021-07-16
45 to 49,17/07/2021,England,905,981,1886,2021-07-17
45 to 49,18/07/2021,England,947,898,1845,2021-07-18
45 to 49,19/07/2021,England,1266,1196,2462,2021-07-19
45 to 49,20/07/2021,England,1051,968,2019,2021-07-20
45 to 49,21/07/2021,England,912,843,1755,2021-07-21
45 to 49,22/07/2021,England,837,712,1549,2021-07-22
45 to 49,23/07/2021,England,714,585,1299,2021-07-23
45 to 49,24/07/2021,England,589,557,1146,2021-07-24
45 to 49,25/07/2021,England,574,507,1081,2021-07-25
45 to 49,26/07/2021,England,727,674,1401,2021-07-26
45 to 49,27/07/2021,England,653,607,1260,2021-07-27
45 to 49,28/07/2021,England,631,569,1200,2021-07-28
45 to 49,29/07/2021,England,604,620,1224,2021-07-29
45 to 49,30/07/2021,England,606,549,1155,2021-07-30
45 to 49,31/07/2021,England,546,436,982,2021-07-31
45 to 49,01/08/2021,England,535,487,1022,2021-08-01
45 to 49,02/08/2021,England,814,722,1536,2021-08-02
45 to 49,03/08/2021,England,717,621,1338,2021-08-03
45 to 49,04/08/2021,England,784,697,1481,2021-08-04
45 to 49,05/08/2021,England,810,673,1483,2021-08-05
45 to 49,06/08/2021,England,772,651,1423,2021-08-06
45 to 49,07/08/2021,England,612,511,1123,2021-08-07
5 to 9,01/05/2021,England,44,31,75,2021-05-01
5 to 9,02/05/2021,England,28,20,48,2021-05-02
5 to 9,03/05/2021,England,41,34,75,2021-05-03
5 to 9,04/05/2021,England,66,51,117,2021-05-04
5 to 9,05/05/2021,England,62,60,122,2021-05-05
5 to 9,06/05/2021,England,41,46,87,2021-05-06
5 to 9,07/05/2021,England,46,34,80,2021-05-07
5 to 9,08/05/2021,England,35,42,77,2021-05-08
5 to 9,09/05/2021,England,53,39,92,2021-05-09
5 to 9,10/05/2021,England,73,71,144,2021-05-10
5 to 9,11/05/2021,England,49,45,94,2021-05-11
5 to 9,12/05/2021,England,49,61,110,2021-05-12
5 to 9,13/05/2021,England,34,45,79,2021-05-13
5 to 9,14/05/2021,England,56,52,108,2021-05-14
5 to 9,15/05/2021,England,34,40,74,2021-05-15
5 to 9,16/05/2021,England,32,42,74,2021-05-16
5 to 9,17/05/2021,England,80,111,191,2021-05-17
5 to 9,18/05/2021,England,98,92,190,2021-05-18
5 to 9,19/05/2021,England,84,73,157,2021-05-19
5 to 9,20/05/2021,England,45,60,105,2021-05-20
5 to 9,21/05/2021,England,64,68,132,2021-05-21
5 to 9,22/05/2021,England,41,52,93,2021-05-22
5 to 9,23/05/2021,England,35,43,78,2021-05-23
5 to 9,24/05/2021,England,121,99,220,2021-05-24
5 to 9,25/05/2021,England,90,95,185,2021-05-25
5 to 9,26/05/2021,England,93,92,185,2021-05-26
5 to 9,27/05/2021,England,97,86,183,2021-05-27
5 to 9,28/05/2021,England,80,88,168,2021-05-28
5 to 9,29/05/2021,England,68,90,158,2021-05-29
5 to 9,30/05/2021,England,63,76,139,2021-05-30
5 to 9,31/05/2021,England,74,78,152,2021-05-31
5 to 9,01/06/2021,England,84,95,179,2021-06-01
5 to 9,02/06/2021,England,84,78,162,2021-06-02
5 to 9,03/06/2021,England,80,85,165,2021-06-03
5 to 9,04/06/2021,England,80,75,155,2021-06-04
5 to 9,05/06/2021,England,91,73,164,2021-06-05
5 to 9,06/06/2021,England,78,86,164,2021-06-06
5 to 9,07/06/2021,England,141,153,294,2021-06-07
5 to 9,08/06/2021,England,127,119,246,2021-06-08
5 to 9,09/06/2021,England,125,97,222,2021-06-09
5 to 9,10/06/2021,England,119,103,222,2021-06-10
5 to 9,11/06/2021,England,129,121,250,2021-06-11
5 to 9,12/06/2021,England,111,88,199,2021-06-12
5 to 9,13/06/2021,England,125,143,268,2021-06-13
5 to 9,14/06/2021,England,214,199,413,2021-06-14
5 to 9,15/06/2021,England,201,230,431,2021-06-15
5 to 9,16/06/2021,England,204,208,412,2021-06-16
5 to 9,17/06/2021,England,224,233,457,2021-06-17
5 to 9,18/06/2021,England,206,218,424,2021-06-18
5 to 9,19/06/2021,England,160,172,332,2021-06-19
5 to 9,20/06/2021,England,228,194,422,2021-06-20
5 to 9,21/06/2021,England,363,402,765,2021-06-21
5 to 9,22/06/2021,England,347,340,687,2021-06-22
5 to 9,23/06/2021,England,397,388,785,2021-06-23
5 to 9,24/06/2021,England,380,445,825,2021-06-24
5 to 9,25/06/2021,England,440,434,874,2021-06-25
5 to 9,26/06/2021,England,388,383,771,2021-06-26
5 to 9,27/06/2021,England,422,424,846,2021-06-27
5 to 9,28/06/2021,England,779,741,1520,2021-06-28
5 to 9,29/06/2021,England,685,676,1361,2021-06-29
5 to 9,30/06/2021,England,715,704,1419,2021-06-30
5 to 9,01/07/2021,England,660,674,1334,2021-07-01
5 to 9,02/07/2021,England,642,673,1315,2021-07-02
5 to 9,03/07/2021,England,526,565,1091,2021-07-03
5 to 9,04/07/2021,England,567,585,1152,2021-07-04
5 to 9,05/07/2021,England,893,933,1826,2021-07-05
5 to 9,06/07/2021,England,840,845,1685,2021-07-06
5 to 9,07/07/2021,England,788,827,1615,2021-07-07
5 to 9,08/07/2021,England,737,750,1487,2021-07-08
5 to 9,09/07/2021,England,703,768,1471,2021-07-09
5 to 9,10/07/2021,England,681,667,1348,2021-07-10
5 to 9,11/07/2021,England,658,713,1371,2021-07-11
5 to 9,12/07/2021,England,1013,1110,2123,2021-07-12
5 to 9,13/07/2021,England,1014,977,1991,2021-07-13
5 to 9,14/07/2021,England,1028,989,2017,2021-07-14
5 to 9,15/07/2021,England,1013,1043,2056,2021-07-15
5 to 9,16/07/2021,England,994,1006,2000,2021-07-16
5 to 9,17/07/2021,England,719,731,1450,2021-07-17
5 to 9,18/07/2021,England,687,730,1417,2021-07-18
5 to 9,19/07/2021,England,1065,1107,2172,2021-07-19
5 to 9,20/07/2021,England,901,911,1812,2021-07-20
5 to 9,21/07/2021,England,776,766,1542,2021-07-21
5 to 9,22/07/2021,England,691,705,1396,2021-07-22
5 to 9,23/07/2021,England,560,616,1176,2021-07-23
5 to 9,24/07/2021,England,525,531,1056,2021-07-24
5 to 9,25/07/2021,England,494,516,1010,2021-07-25
5 to 9,26/07/2021,England,571,562,1133,2021-07-26
5 to 9,27/07/2021,England,425,468,893,2021-07-27
5 to 9,28/07/2021,England,402,403,805,2021-07-28
5 to 9,29/07/2021,England,389,404,793,2021-07-29
5 to 9,30/07/2021,England,345,367,712,2021-07-30
5 to 9,31/07/2021,England,345,324,669,2021-07-31
5 to 9,01/08/2021,England,330,312,642,2021-08-01
5 to 9,02/08/2021,England,460,436,896,2021-08-02
5 to 9,03/08/2021,England,472,427,899,2021-08-03
5 to 9,04/08/2021,England,428,397,825,2021-08-04
5 to 9,05/08/2021,England,428,425,853,2021-08-05
5 to 9,06/08/2021,England,452,385,837,2021-08-06
5 to 9,07/08/2021,England,348,319,667,2021-08-07
50 to 54,01/05/2021,England,38,28,66,2021-05-01
50 to 54,02/05/2021,England,34,28,62,2021-05-02
50 to 54,03/05/2021,England,45,37,82,2021-05-03
50 to 54,04/05/2021,England,55,44,99,2021-05-04
50 to 54,05/05/2021,England,67,46,113,2021-05-05
50 to 54,06/05/2021,England,60,45,105,2021-05-06
50 to 54,07/05/2021,England,32,40,72,2021-05-07
50 to 54,08/05/2021,England,33,26,59,2021-05-08
50 to 54,09/05/2021,England,55,39,94,2021-05-09
50 to 54,10/05/2021,England,75,33,108,2021-05-10
50 to 54,11/05/2021,England,48,31,79,2021-05-11
50 to 54,12/05/2021,England,45,50,95,2021-05-12
50 to 54,13/05/2021,England,43,40,83,2021-05-13
50 to 54,14/05/2021,England,42,37,79,2021-05-14
50 to 54,15/05/2021,England,32,29,61,2021-05-15
50 to 54,16/05/2021,England,44,37,81,2021-05-16
50 to 54,17/05/2021,England,75,49,124,2021-05-17
50 to 54,18/05/2021,England,45,48,93,2021-05-18
50 to 54,19/05/2021,England,66,46,112,2021-05-19
50 to 54,20/05/2021,England,56,47,103,2021-05-20
50 to 54,21/05/2021,England,55,38,93,2021-05-21
50 to 54,22/05/2021,England,45,37,82,2021-05-22
50 to 54,23/05/2021,England,56,50,106,2021-05-23
50 to 54,24/05/2021,England,58,54,112,2021-05-24
50 to 54,25/05/2021,England,57,65,122,2021-05-25
50 to 54,26/05/2021,England,78,73,151,2021-05-26
50 to 54,27/05/2021,England,68,55,123,2021-05-27
50 to 54,28/05/2021,England,70,61,131,2021-05-28
50 to 54,29/05/2021,England,45,49,94,2021-05-29
50 to 54,30/05/2021,England,66,64,130,2021-05-30
50 to 54,31/05/2021,England,85,75,160,2021-05-31
50 to 54,01/06/2021,England,104,102,206,2021-06-01
50 to 54,02/06/2021,England,126,118,244,2021-06-02
50 to 54,03/06/2021,England,127,90,217,2021-06-03
50 to 54,04/06/2021,England,112,103,215,2021-06-04
50 to 54,05/06/2021,England,87,79,166,2021-06-05
50 to 54,06/06/2021,England,124,95,219,2021-06-06
50 to 54,07/06/2021,England,143,137,280,2021-06-07
50 to 54,08/06/2021,England,129,128,257,2021-06-08
50 to 54,09/06/2021,England,147,138,285,2021-06-09
50 to 54,10/06/2021,England,152,128,280,2021-06-10
50 to 54,11/06/2021,England,144,110,254,2021-06-11
50 to 54,12/06/2021,England,114,110,224,2021-06-12
50 to 54,13/06/2021,England,142,135,277,2021-06-13
50 to 54,14/06/2021,England,183,190,373,2021-06-14
50 to 54,15/06/2021,England,150,137,287,2021-06-15
50 to 54,16/06/2021,England,177,153,330,2021-06-16
50 to 54,17/06/2021,England,207,180,387,2021-06-17
50 to 54,18/06/2021,England,161,147,308,2021-06-18
50 to 54,19/06/2021,England,139,131,270,2021-06-19
50 to 54,20/06/2021,England,178,167,345,2021-06-20
50 to 54,21/06/2021,England,276,242,518,2021-06-21
50 to 54,22/06/2021,England,257,248,505,2021-06-22
50 to 54,23/06/2021,England,248,243,491,2021-06-23
50 to 54,24/06/2021,England,323,255,578,2021-06-24
50 to 54,25/06/2021,England,277,237,514,2021-06-25
50 to 54,26/06/2021,England,257,250,507,2021-06-26
50 to 54,27/06/2021,England,296,299,595,2021-06-27
50 to 54,28/06/2021,England,488,415,903,2021-06-28
50 to 54,29/06/2021,England,451,377,828,2021-06-29
50 to 54,30/06/2021,England,440,405,845,2021-06-30
50 to 54,01/07/2021,England,510,470,980,2021-07-01
50 to 54,02/07/2021,England,462,412,874,2021-07-02
50 to 54,03/07/2021,England,415,399,814,2021-07-03
50 to 54,04/07/2021,England,491,430,921,2021-07-04
50 to 54,05/07/2021,England,633,587,1220,2021-07-05
50 to 54,06/07/2021,England,670,589,1259,2021-07-06
50 to 54,07/07/2021,England,694,660,1354,2021-07-07
50 to 54,08/07/2021,England,659,588,1247,2021-07-08
50 to 54,09/07/2021,England,665,601,1266,2021-07-09
50 to 54,10/07/2021,England,585,550,1135,2021-07-10
50 to 54,11/07/2021,England,686,661,1347,2021-07-11
50 to 54,12/07/2021,England,967,935,1902,2021-07-12
50 to 54,13/07/2021,England,952,897,1849,2021-07-13
50 to 54,14/07/2021,England,1003,1022,2025,2021-07-14
50 to 54,15/07/2021,England,1151,1157,2308,2021-07-15
50 to 54,16/07/2021,England,1122,1162,2284,2021-07-16
50 to 54,17/07/2021,England,811,916,1727,2021-07-17
50 to 54,18/07/2021,England,871,842,1713,2021-07-18
50 to 54,19/07/2021,England,1166,1083,2249,2021-07-19
50 to 54,20/07/2021,England,945,880,1825,2021-07-20
50 to 54,21/07/2021,England,836,796,1632,2021-07-21
50 to 54,22/07/2021,England,767,640,1407,2021-07-22
50 to 54,23/07/2021,England,668,580,1248,2021-07-23
50 to 54,24/07/2021,England,502,449,951,2021-07-24
50 to 54,25/07/2021,England,533,465,998,2021-07-25
50 to 54,26/07/2021,England,676,552,1228,2021-07-26
50 to 54,27/07/2021,England,598,557,1155,2021-07-27
50 to 54,28/07/2021,England,537,521,1058,2021-07-28
50 to 54,29/07/2021,England,558,527,1085,2021-07-29
50 to 54,30/07/2021,England,485,523,1008,2021-07-30
50 to 54,31/07/2021,England,479,442,921,2021-07-31
50 to 54,01/08/2021,England,532,441,973,2021-08-01
50 to 54,02/08/2021,England,728,641,1369,2021-08-02
50 to 54,03/08/2021,England,710,664,1374,2021-08-03
50 to 54,04/08/2021,England,768,638,1406,2021-08-04
50 to 54,05/08/2021,England,729,679,1408,2021-08-05
50 to 54,06/08/2021,England,712,609,1321,2021-08-06
50 to 54,07/08/2021,England,575,453,1028,2021-08-07
55 to 59,01/05/2021,England,27,26,53,2021-05-01
55 to 59,02/05/2021,England,26,21,47,2021-05-02
55 to 59,03/05/2021,England,42,26,68,2021-05-03
55 to 59,04/05/2021,England,58,32,90,2021-05-04
55 to 59,05/05/2021,England,51,28,79,2021-05-05
55 to 59,06/05/2021,England,42,29,71,2021-05-06
55 to 59,07/05/2021,England,26,27,53,2021-05-07
55 to 59,08/05/2021,England,26,21,47,2021-05-08
55 to 59,09/05/2021,England,52,39,91,2021-05-09
55 to 59,10/05/2021,England,48,36,84,2021-05-10
55 to 59,11/05/2021,England,55,31,86,2021-05-11
55 to 59,12/05/2021,England,43,29,72,2021-05-12
55 to 59,13/05/2021,England,53,33,86,2021-05-13
55 to 59,14/05/2021,England,30,23,53,2021-05-14
55 to 59,15/05/2021,England,24,15,39,2021-05-15
55 to 59,16/05/2021,England,21,34,55,2021-05-16
55 to 59,17/05/2021,England,33,38,71,2021-05-17
55 to 59,18/05/2021,England,44,31,75,2021-05-18
55 to 59,19/05/2021,England,39,25,64,2021-05-19
55 to 59,20/05/2021,England,35,42,77,2021-05-20
55 to 59,21/05/2021,England,35,33,68,2021-05-21
55 to 59,22/05/2021,England,32,27,59,2021-05-22
55 to 59,23/05/2021,England,33,31,64,2021-05-23
55 to 59,24/05/2021,England,61,46,107,2021-05-24
55 to 59,25/05/2021,England,40,37,77,2021-05-25
55 to 59,26/05/2021,England,50,41,91,2021-05-26
55 to 59,27/05/2021,England,48,50,98,2021-05-27
55 to 59,28/05/2021,England,53,52,105,2021-05-28
55 to 59,29/05/2021,England,35,39,74,2021-05-29
55 to 59,30/05/2021,England,57,38,95,2021-05-30
55 to 59,31/05/2021,England,68,62,130,2021-05-31
55 to 59,01/06/2021,England,68,89,157,2021-06-01
55 to 59,02/06/2021,England,64,85,149,2021-06-02
55 to 59,03/06/2021,England,71,84,155,2021-06-03
55 to 59,04/06/2021,England,80,89,169,2021-06-04
55 to 59,05/06/2021,England,61,57,118,2021-06-05
55 to 59,06/06/2021,England,85,84,169,2021-06-06
55 to 59,07/06/2021,England,95,119,214,2021-06-07
55 to 59,08/06/2021,England,84,88,172,2021-06-08
55 to 59,09/06/2021,England,100,97,197,2021-06-09
55 to 59,10/06/2021,England,91,109,200,2021-06-10
55 to 59,11/06/2021,England,106,103,209,2021-06-11
55 to 59,12/06/2021,England,78,98,176,2021-06-12
55 to 59,13/06/2021,England,107,78,185,2021-06-13
55 to 59,14/06/2021,England,146,142,288,2021-06-14
55 to 59,15/06/2021,England,118,128,246,2021-06-15
55 to 59,16/06/2021,England,144,87,231,2021-06-16
55 to 59,17/06/2021,England,147,112,259,2021-06-17
55 to 59,18/06/2021,England,104,100,204,2021-06-18
55 to 59,19/06/2021,England,104,102,206,2021-06-19
55 to 59,20/06/2021,England,104,113,217,2021-06-20
55 to 59,21/06/2021,England,171,193,364,2021-06-21
55 to 59,22/06/2021,England,151,182,333,2021-06-22
55 to 59,23/06/2021,England,194,196,390,2021-06-23
55 to 59,24/06/2021,England,216,188,404,2021-06-24
55 to 59,25/06/2021,England,223,184,407,2021-06-25
55 to 59,26/06/2021,England,179,188,367,2021-06-26
55 to 59,27/06/2021,England,218,190,408,2021-06-27
55 to 59,28/06/2021,England,317,285,602,2021-06-28
55 to 59,29/06/2021,England,320,288,608,2021-06-29
55 to 59,30/06/2021,England,321,298,619,2021-06-30
55 to 59,01/07/2021,England,309,355,664,2021-07-01
55 to 59,02/07/2021,England,333,342,675,2021-07-02
55 to 59,03/07/2021,England,293,330,623,2021-07-03
55 to 59,04/07/2021,England,347,333,680,2021-07-04
55 to 59,05/07/2021,England,412,435,847,2021-07-05
55 to 59,06/07/2021,England,442,429,871,2021-07-06
55 to 59,07/07/2021,England,486,445,931,2021-07-07
55 to 59,08/07/2021,England,461,507,968,2021-07-08
55 to 59,09/07/2021,England,469,468,937,2021-07-09
55 to 59,10/07/2021,England,420,435,855,2021-07-10
55 to 59,11/07/2021,England,495,509,1004,2021-07-11
55 to 59,12/07/2021,England,661,756,1417,2021-07-12
55 to 59,13/07/2021,England,576,707,1283,2021-07-13
55 to 59,14/07/2021,England,697,808,1505,2021-07-14
55 to 59,15/07/2021,England,835,1053,1888,2021-07-15
55 to 59,16/07/2021,England,805,916,1721,2021-07-16
55 to 59,17/07/2021,England,602,706,1308,2021-07-17
55 to 59,18/07/2021,England,626,643,1269,2021-07-18
55 to 59,19/07/2021,England,914,860,1774,2021-07-19
55 to 59,20/07/2021,England,723,702,1425,2021-07-20
55 to 59,21/07/2021,England,640,568,1208,2021-07-21
55 to 59,22/07/2021,England,537,510,1047,2021-07-22
55 to 59,23/07/2021,England,531,490,1021,2021-07-23
55 to 59,24/07/2021,England,400,406,806,2021-07-24
55 to 59,25/07/2021,England,369,389,758,2021-07-25
55 to 59,26/07/2021,England,519,499,1018,2021-07-26
55 to 59,27/07/2021,England,465,404,869,2021-07-27
55 to 59,28/07/2021,England,419,406,825,2021-07-28
55 to 59,29/07/2021,England,432,424,856,2021-07-29
55 to 59,30/07/2021,England,416,382,798,2021-07-30
55 to 59,31/07/2021,England,364,361,725,2021-07-31
55 to 59,01/08/2021,England,362,324,686,2021-08-01
55 to 59,02/08/2021,England,564,522,1086,2021-08-02
55 to 59,03/08/2021,England,511,475,986,2021-08-03
55 to 59,04/08/2021,England,568,523,1091,2021-08-04
55 to 59,05/08/2021,England,570,508,1078,2021-08-05
55 to 59,06/08/2021,England,524,511,1035,2021-08-06
55 to 59,07/08/2021,England,468,406,874,2021-08-07
60 to 64,01/05/2021,England,14,19,33,2021-05-01
60 to 64,02/05/2021,England,23,14,37,2021-05-02
60 to 64,03/05/2021,England,36,22,58,2021-05-03
60 to 64,04/05/2021,England,26,26,52,2021-05-04
60 to 64,05/05/2021,England,31,18,49,2021-05-05
60 to 64,06/05/2021,England,25,24,49,2021-05-06
60 to 64,07/05/2021,England,22,14,36,2021-05-07
60 to 64,08/05/2021,England,19,19,38,2021-05-08
60 to 64,09/05/2021,England,29,14,43,2021-05-09
60 to 64,10/05/2021,England,31,22,53,2021-05-10
60 to 64,11/05/2021,England,28,22,50,2021-05-11
60 to 64,12/05/2021,England,21,13,34,2021-05-12
60 to 64,13/05/2021,England,27,23,50,2021-05-13
60 to 64,14/05/2021,England,14,21,35,2021-05-14
60 to 64,15/05/2021,England,17,22,39,2021-05-15
60 to 64,16/05/2021,England,21,16,37,2021-05-16
60 to 64,17/05/2021,England,33,21,54,2021-05-17
60 to 64,18/05/2021,England,19,22,41,2021-05-18
60 to 64,19/05/2021,England,29,16,45,2021-05-19
60 to 64,20/05/2021,England,28,22,50,2021-05-20
60 to 64,21/05/2021,England,35,26,61,2021-05-21
60 to 64,22/05/2021,England,20,24,44,2021-05-22
60 to 64,23/05/2021,England,28,21,49,2021-05-23
60 to 64,24/05/2021,England,34,39,73,2021-05-24
60 to 64,25/05/2021,England,33,28,61,2021-05-25
60 to 64,26/05/2021,England,34,24,58,2021-05-26
60 to 64,27/05/2021,England,41,29,70,2021-05-27
60 to 64,28/05/2021,England,38,33,71,2021-05-28
60 to 64,29/05/2021,England,29,22,51,2021-05-29
60 to 64,30/05/2021,England,37,31,68,2021-05-30
60 to 64,31/05/2021,England,24,23,47,2021-05-31
60 to 64,01/06/2021,England,37,47,84,2021-06-01
60 to 64,02/06/2021,England,39,42,81,2021-06-02
60 to 64,03/06/2021,England,47,38,85,2021-06-03
60 to 64,04/06/2021,England,47,50,97,2021-06-04
60 to 64,05/06/2021,England,27,58,85,2021-06-05
60 to 64,06/06/2021,England,40,30,70,2021-06-06
60 to 64,07/06/2021,England,62,58,120,2021-06-07
60 to 64,08/06/2021,England,52,52,104,2021-06-08
60 to 64,09/06/2021,England,56,61,117,2021-06-09
60 to 64,10/06/2021,England,63,44,107,2021-06-10
60 to 64,11/06/2021,England,67,52,119,2021-06-11
60 to 64,12/06/2021,England,58,56,114,2021-06-12
60 to 64,13/06/2021,England,51,53,104,2021-06-13
60 to 64,14/06/2021,England,67,77,144,2021-06-14
60 to 64,15/06/2021,England,64,63,127,2021-06-15
60 to 64,16/06/2021,England,76,64,140,2021-06-16
60 to 64,17/06/2021,England,65,69,134,2021-06-17
60 to 64,18/06/2021,England,77,64,141,2021-06-18
60 to 64,19/06/2021,England,49,55,104,2021-06-19
60 to 64,20/06/2021,England,67,64,131,2021-06-20
60 to 64,21/06/2021,England,84,85,169,2021-06-21
60 to 64,22/06/2021,England,86,90,176,2021-06-22
60 to 64,23/06/2021,England,100,108,208,2021-06-23
60 to 64,24/06/2021,England,99,119,218,2021-06-24
60 to 64,25/06/2021,England,115,96,211,2021-06-25
60 to 64,26/06/2021,England,108,120,228,2021-06-26
60 to 64,27/06/2021,England,122,116,238,2021-06-27
60 to 64,28/06/2021,England,165,158,323,2021-06-28
60 to 64,29/06/2021,England,176,183,359,2021-06-29
60 to 64,30/06/2021,England,198,164,362,2021-06-30
60 to 64,01/07/2021,England,189,208,397,2021-07-01
60 to 64,02/07/2021,England,209,185,394,2021-07-02
60 to 64,03/07/2021,England,170,196,366,2021-07-03
60 to 64,04/07/2021,England,163,213,376,2021-07-04
60 to 64,05/07/2021,England,239,272,511,2021-07-05
60 to 64,06/07/2021,England,264,260,524,2021-07-06
60 to 64,07/07/2021,England,285,321,606,2021-07-07
60 to 64,08/07/2021,England,269,288,557,2021-07-08
60 to 64,09/07/2021,England,286,304,590,2021-07-09
60 to 64,10/07/2021,England,246,271,517,2021-07-10
60 to 64,11/07/2021,England,261,326,587,2021-07-11
60 to 64,12/07/2021,England,390,439,829,2021-07-12
60 to 64,13/07/2021,England,346,449,795,2021-07-13
60 to 64,14/07/2021,England,439,538,977,2021-07-14
60 to 64,15/07/2021,England,470,607,1077,2021-07-15
60 to 64,16/07/2021,England,460,661,1121,2021-07-16
60 to 64,17/07/2021,England,372,468,840,2021-07-17
60 to 64,18/07/2021,England,390,447,837,2021-07-18
60 to 64,19/07/2021,England,513,584,1097,2021-07-19
60 to 64,20/07/2021,England,438,445,883,2021-07-20
60 to 64,21/07/2021,England,340,423,763,2021-07-21
60 to 64,22/07/2021,England,351,392,743,2021-07-22
60 to 64,23/07/2021,England,342,340,682,2021-07-23
60 to 64,24/07/2021,England,239,282,521,2021-07-24
60 to 64,25/07/2021,England,279,253,532,2021-07-25
60 to 64,26/07/2021,England,336,343,679,2021-07-26
60 to 64,27/07/2021,England,298,289,587,2021-07-27
60 to 64,28/07/2021,England,300,301,601,2021-07-28
60 to 64,29/07/2021,England,258,288,546,2021-07-29
60 to 64,30/07/2021,England,255,274,529,2021-07-30
60 to 64,31/07/2021,England,234,231,465,2021-07-31
60 to 64,01/08/2021,England,223,256,479,2021-08-01
60 to 64,02/08/2021,England,299,348,647,2021-08-02
60 to 64,03/08/2021,England,354,349,703,2021-08-03
60 to 64,04/08/2021,England,373,381,754,2021-08-04
60 to 64,05/08/2021,England,360,348,708,2021-08-05
60 to 64,06/08/2021,England,350,361,711,2021-08-06
60 to 64,07/08/2021,England,322,296,618,2021-08-07
65 to 69,01/05/2021,England,10,2,12,2021-05-01
65 to 69,02/05/2021,England,16,11,27,2021-05-02
65 to 69,03/05/2021,England,22,13,35,2021-05-03
65 to 69,04/05/2021,England,21,11,32,2021-05-04
65 to 69,05/05/2021,England,17,13,30,2021-05-05
65 to 69,06/05/2021,England,17,22,39,2021-05-06
65 to 69,07/05/2021,England,20,9,29,2021-05-07
65 to 69,08/05/2021,England,10,14,24,2021-05-08
65 to 69,09/05/2021,England,15,9,24,2021-05-09
65 to 69,10/05/2021,England,12,13,25,2021-05-10
65 to 69,11/05/2021,England,15,18,33,2021-05-11
